datasize,name,ns/op,B/op
256,Dps-Go2,12291,0
256,TimSort-Go2,10964,1328
256,BuiltinSort-Sort,21862,32
256,BuiltinSort-Slice,18688,64
4096,Dps-Go2,325853,0
4096,TimSort-Go2,138083,10768
4096,BuiltinSort-Sort,537941,32
4096,BuiltinSort-Slice,473523,64
65536,Dps-Go2,6187470,0
65536,TimSort-Go2,2135790,10768
65536,BuiltinSort-Sort,10198900,32
65536,BuiltinSort-Slice,8955750,64
