name,time/op (ns/op),±
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-256,3.20000E+01,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-256,1.12000E+02,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Random-1024,4.91840E+04,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Random-1024,6.17760E+04,0%
StructSliceByAge/Stable-TimSort-Interface-Random-1024,1.46720E+04,0%
StructSliceByAge/Stable-TimSort-Slice-Random-1024,1.48160E+04,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Random-1024,3.20000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Random-1024,1.12000E+02,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Random-1024,3.20000E+01,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Random-1024,1.12000E+02,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Xor-1024,4.91840E+04,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Xor-1024,6.17760E+04,0%
StructSliceByAge/Stable-TimSort-Interface-Xor-1024,1.46720E+04,0%
StructSliceByAge/Stable-TimSort-Slice-Xor-1024,1.48160E+04,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Xor-1024,3.20000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Xor-1024,1.12000E+02,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-1024,3.20000E+01,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-1024,1.12000E+02,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Random-4096,1.96640E+05,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Random-4096,2.58608E+05,0%
StructSliceByAge/Stable-TimSort-Interface-Random-4096,6.40480E+04,0%
StructSliceByAge/Stable-TimSort-Slice-Random-4096,6.41920E+04,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Random-4096,3.20000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Random-4096,1.12000E+02,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Random-4096,3.20000E+01,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Random-4096,1.12000E+02,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Xor-4096,1.96640E+05,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Xor-4096,2.17648E+05,0%
StructSliceByAge/Stable-TimSort-Interface-Xor-4096,4.35680E+04,0%
StructSliceByAge/Stable-TimSort-Slice-Xor-4096,4.37120E+04,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Xor-4096,3.20000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Xor-4096,1.12000E+02,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-4096,3.20000E+01,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-4096,1.12000E+02,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Random-16384,7.86464E+05,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Random-16384,1.00408E+06,0%
StructSliceByAge/Stable-TimSort-Interface-Random-16384,2.40176E+05,0%
StructSliceByAge/Stable-TimSort-Slice-Random-16384,2.40320E+05,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Random-16384,3.20000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Random-16384,1.12000E+02,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Random-16384,3.20000E+01,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Random-16384,1.12000E+02,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Xor-16384,7.86464E+05,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Xor-16384,8.07472E+05,0%
StructSliceByAge/Stable-TimSort-Interface-Xor-16384,1.41872E+05,0%
StructSliceByAge/Stable-TimSort-Slice-Xor-16384,1.42016E+05,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Xor-16384,3.20000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Xor-16384,1.12000E+02,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-16384,3.20000E+01,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-16384,1.12000E+02,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Random-65536,3.14576E+06,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Random-65536,4.18258E+06,0%
StructSliceByAge/Stable-TimSort-Interface-Random-65536,1.04299E+06,0%
StructSliceByAge/Stable-TimSort-Slice-Random-65536,1.04314E+06,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Random-65536,3.20000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Random-65536,1.12000E+02,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Random-65536,3.20000E+01,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Random-65536,1.12000E+02,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Xor-65536,3.14576E+06,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Xor-65536,3.16677E+06,0%
StructSliceByAge/Stable-TimSort-Interface-Xor-65536,5.35088E+05,0%
StructSliceByAge/Stable-TimSort-Slice-Xor-65536,5.35232E+05,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Xor-65536,3.20000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Xor-65536,1.12000E+02,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-65536,3.20000E+01,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-65536,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-256,1.23200E+04,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-256,1.46720E+04,0%
StructSliceByName/Stable-TimSort-Interface-Random-256,3.40800E+03,0%
StructSliceByName/Stable-TimSort-Slice-Random-256,3.55200E+03,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-256,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-256,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-256,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-256,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-256,1.23200E+04,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-256,1.46720E+04,0%
StructSliceByName/Stable-TimSort-Interface-Xor-256,3.40800E+03,0%
StructSliceByName/Stable-TimSort-Slice-Xor-256,3.55200E+03,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-256,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-256,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-256,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-256,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-1024,4.91840E+04,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-1024,6.17760E+04,0%
StructSliceByName/Stable-TimSort-Interface-Random-1024,1.46720E+04,0%
StructSliceByName/Stable-TimSort-Slice-Random-1024,1.48160E+04,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-1024,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-1024,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-1024,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-1024,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-1024,4.91840E+04,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-1024,6.17760E+04,0%
StructSliceByName/Stable-TimSort-Interface-Xor-1024,1.46720E+04,0%
StructSliceByName/Stable-TimSort-Slice-Xor-1024,1.48160E+04,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-1024,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-1024,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-1024,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-1024,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-4096,1.96640E+05,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-4096,2.58608E+05,0%
StructSliceByName/Stable-TimSort-Interface-Random-4096,6.40480E+04,0%
StructSliceByName/Stable-TimSort-Slice-Random-4096,6.41920E+04,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-4096,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-4096,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-4096,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-4096,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-4096,1.96640E+05,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-4096,2.17648E+05,0%
StructSliceByName/Stable-TimSort-Interface-Xor-4096,4.35680E+04,0%
StructSliceByName/Stable-TimSort-Slice-Xor-4096,4.37120E+04,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-4096,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-4096,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-4096,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-4096,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-16384,7.86464E+05,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-16384,1.04504E+06,0%
StructSliceByName/Stable-TimSort-Interface-Random-16384,2.60656E+05,0%
StructSliceByName/Stable-TimSort-Slice-Random-16384,2.60800E+05,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-16384,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-16384,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-16384,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-16384,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-16384,7.86464E+05,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-16384,9.71312E+05,0%
StructSliceByName/Stable-TimSort-Interface-Xor-16384,2.23792E+05,0%
StructSliceByName/Stable-TimSort-Slice-Xor-16384,2.23936E+05,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-16384,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-16384,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-16384,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-16384,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-65536,3.14576E+06,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-65536,4.19077E+06,0%
StructSliceByName/Stable-TimSort-Interface-Random-65536,1.04709E+06,0%
StructSliceByName/Stable-TimSort-Slice-Random-65536,1.04723E+06,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-65536,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-65536,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-65536,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-65536,1.12000E+02,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-65536,3.14576E+06,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-65536,3.59275E+06,0%
StructSliceByName/Stable-TimSort-Interface-Xor-65536,7.48080E+05,0%
StructSliceByName/Stable-TimSort-Slice-Xor-65536,7.48224E+05,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-65536,3.20000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-65536,1.12000E+02,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-65536,3.20000E+01,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-65536,1.12000E+02,0%

name,allocs/op (allocs/op),±
Ints/Dps-SpecializedInts-Random-256,0.00000E+00
Ints/Dps-TypeAssertion-Random-256,5.14000E+02,0%
Ints/TimSort-TypeAssertion-Random-256,5.18000E+02,0%
Ints/TimSort-Interface-Random-256,6.00000E+00,0%
Ints/TimSort-Slice-Random-256,9.00000E+00,0%
Ints/BuiltinSort-Sort-Random-256,1.00000E+00,0%
Ints/BuiltinSort-Stable-Random-256,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Random-256,0.00000E+00
Ints/BuiltinSort-Slice-Random-256,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Random-256,2.00000E+00,0%
Ints/Dps-SpecializedInts-Xor-256,0.00000E+00
Ints/Dps-TypeAssertion-Xor-256,5.14000E+02,0%
Ints/TimSort-TypeAssertion-Xor-256,5.18000E+02,0%
Ints/TimSort-Interface-Xor-256,6.00000E+00,0%
Ints/TimSort-Slice-Xor-256,9.00000E+00,0%
Ints/BuiltinSort-Sort-Xor-256,1.00000E+00,0%
Ints/BuiltinSort-Stable-Xor-256,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Xor-256,0.00000E+00
Ints/BuiltinSort-Slice-Xor-256,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Xor-256,2.00000E+00,0%
Ints/Dps-SpecializedInts-Random-1024,0.00000E+00
Ints/Dps-TypeAssertion-Random-1024,2.05000E+03,0%
Ints/TimSort-TypeAssertion-Random-1024,2.05500E+03,0%
Ints/TimSort-Interface-Random-1024,7.00000E+00,0%
Ints/TimSort-Slice-Random-1024,1.00000E+01,0%
Ints/BuiltinSort-Sort-Random-1024,1.00000E+00,0%
Ints/BuiltinSort-Stable-Random-1024,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Random-1024,0.00000E+00
Ints/BuiltinSort-Slice-Random-1024,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Random-1024,2.00000E+00,0%
Ints/Dps-SpecializedInts-Xor-1024,0.00000E+00
Ints/Dps-TypeAssertion-Xor-1024,2.05000E+03,0%
Ints/TimSort-TypeAssertion-Xor-1024,2.05500E+03,0%
Ints/TimSort-Interface-Xor-1024,7.00000E+00,0%
Ints/TimSort-Slice-Xor-1024,1.00000E+01,0%
Ints/BuiltinSort-Sort-Xor-1024,1.00000E+00,0%
Ints/BuiltinSort-Stable-Xor-1024,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Xor-1024,0.00000E+00
Ints/BuiltinSort-Slice-Xor-1024,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Xor-1024,2.00000E+00,0%
Ints/Dps-SpecializedInts-Random-4096,0.00000E+00
Ints/Dps-TypeAssertion-Random-4096,8.19400E+03,0%
Ints/TimSort-TypeAssertion-Random-4096,8.20100E+03,0%
Ints/TimSort-Interface-Random-4096,9.00000E+00,0%
Ints/TimSort-Slice-Random-4096,1.20000E+01,0%
Ints/BuiltinSort-Sort-Random-4096,1.00000E+00,0%
Ints/BuiltinSort-Stable-Random-4096,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Random-4096,0.00000E+00
Ints/BuiltinSort-Slice-Random-4096,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Random-4096,2.00000E+00,0%
Ints/Dps-SpecializedInts-Xor-4096,0.00000E+00
Ints/Dps-TypeAssertion-Xor-4096,8.19400E+03,0%
Ints/TimSort-TypeAssertion-Xor-4096,8.19900E+03,0%
Ints/TimSort-Interface-Xor-4096,7.00000E+00,0%
Ints/TimSort-Slice-Xor-4096,1.00000E+01,0%
Ints/BuiltinSort-Sort-Xor-4096,1.00000E+00,0%
Ints/BuiltinSort-Stable-Xor-4096,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Xor-4096,0.00000E+00
Ints/BuiltinSort-Slice-Xor-4096,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Xor-4096,2.00000E+00,0%
Ints/Dps-SpecializedInts-Random-16384,0.00000E+00
Ints/Dps-TypeAssertion-Random-16384,3.27700E+04,0%
Ints/TimSort-TypeAssertion-Random-16384,3.27780E+04,0%
Ints/TimSort-Interface-Random-16384,1.00000E+01,0%
Ints/TimSort-Slice-Random-16384,1.30000E+01,0%
Ints/BuiltinSort-Sort-Random-16384,1.00000E+00,0%
Ints/BuiltinSort-Stable-Random-16384,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Random-16384,0.00000E+00
Ints/BuiltinSort-Slice-Random-16384,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Random-16384,2.00000E+00,0%
Ints/Dps-SpecializedInts-Xor-16384,0.00000E+00
Ints/Dps-TypeAssertion-Xor-16384,3.27700E+04,0%
Ints/TimSort-TypeAssertion-Xor-16384,3.27750E+04,0%
Ints/TimSort-Interface-Xor-16384,7.00000E+00,0%
Ints/TimSort-Slice-Xor-16384,1.00000E+01,0%
Ints/BuiltinSort-Sort-Xor-16384,1.00000E+00,0%
Ints/BuiltinSort-Stable-Xor-16384,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Xor-16384,0.00000E+00
Ints/BuiltinSort-Slice-Xor-16384,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Xor-16384,2.00000E+00,0%
Ints/Dps-SpecializedInts-Random-65536,0.00000E+00
Ints/Dps-TypeAssertion-Random-65536,1.31074E+05,0%
Ints/TimSort-TypeAssertion-Random-65536,1.31083E+05,0%
Ints/TimSort-Interface-Random-65536,1.10000E+01,0%
Ints/TimSort-Slice-Random-65536,1.40000E+01,0%
Ints/BuiltinSort-Sort-Random-65536,1.00000E+00,0%
Ints/BuiltinSort-Stable-Random-65536,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Random-65536,0.00000E+00
Ints/BuiltinSort-Slice-Random-65536,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Random-65536,2.00000E+00,0%
Ints/Dps-SpecializedInts-Xor-65536,0.00000E+00
Ints/Dps-TypeAssertion-Xor-65536,1.31074E+05,0%
Ints/TimSort-TypeAssertion-Xor-65536,1.31079E+05,0%
Ints/TimSort-Interface-Xor-65536,7.00000E+00,0%
Ints/TimSort-Slice-Xor-65536,1.00000E+01,0%
Ints/BuiltinSort-Sort-Xor-65536,1.00000E+00,0%
Ints/BuiltinSort-Stable-Xor-65536,1.00000E+00,0%
Ints/BuiltinSort-SpecializedInts-Xor-65536,0.00000E+00
Ints/BuiltinSort-Slice-Xor-65536,2.00000E+00,0%
Ints/BuiltinSort-SliceStable-Xor-65536,2.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Random-256,2.58000E+02,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Random-256,2.62000E+02,0%
StructSliceByAge/Stable-TimSort-Interface-Random-256,6.00000E+00,0%
StructSliceByAge/Stable-TimSort-Slice-Random-256,1.00000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Random-256,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Random-256,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Random-256,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Random-256,3.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Xor-256,2.58000E+02,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Xor-256,2.62000E+02,0%
StructSliceByAge/Stable-TimSort-Interface-Xor-256,6.00000E+00,0%
StructSliceByAge/Stable-TimSort-Slice-Xor-256,1.00000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Xor-256,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Xor-256,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-256,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-256,3.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Random-1024,1.02600E+03,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Random-1024,1.03100E+03,0%
StructSliceByAge/Stable-TimSort-Interface-Random-1024,7.00000E+00,0%
StructSliceByAge/Stable-TimSort-Slice-Random-1024,1.10000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Random-1024,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Random-1024,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Random-1024,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Random-1024,3.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Xor-1024,1.02600E+03,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Xor-1024,1.03100E+03,0%
StructSliceByAge/Stable-TimSort-Interface-Xor-1024,7.00000E+00,0%
StructSliceByAge/Stable-TimSort-Slice-Xor-1024,1.10000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Xor-1024,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Xor-1024,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-1024,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-1024,3.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Random-4096,4.09800E+03,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Random-4096,4.10500E+03,0%
StructSliceByAge/Stable-TimSort-Interface-Random-4096,9.00000E+00,0%
StructSliceByAge/Stable-TimSort-Slice-Random-4096,1.30000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Random-4096,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Random-4096,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Random-4096,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Random-4096,3.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Xor-4096,4.09800E+03,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Xor-4096,4.10300E+03,0%
StructSliceByAge/Stable-TimSort-Interface-Xor-4096,7.00000E+00,0%
StructSliceByAge/Stable-TimSort-Slice-Xor-4096,1.10000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Xor-4096,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Xor-4096,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-4096,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-4096,3.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Random-16384,1.63860E+04,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Random-16384,1.63930E+04,0%
StructSliceByAge/Stable-TimSort-Interface-Random-16384,9.00000E+00,0%
StructSliceByAge/Stable-TimSort-Slice-Random-16384,1.30000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Random-16384,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Random-16384,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Random-16384,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Random-16384,3.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Xor-16384,1.63860E+04,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Xor-16384,1.63910E+04,0%
StructSliceByAge/Stable-TimSort-Interface-Xor-16384,7.00000E+00,0%
StructSliceByAge/Stable-TimSort-Slice-Xor-16384,1.10000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Xor-16384,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Xor-16384,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-16384,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-16384,3.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Random-65536,6.55380E+04,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Random-65536,6.55480E+04,0%
StructSliceByAge/Stable-TimSort-Interface-Random-65536,1.20000E+01,0%
StructSliceByAge/Stable-TimSort-Slice-Random-65536,1.60000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Random-65536,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Random-65536,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Random-65536,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Random-65536,3.00000E+00,0%
StructSliceByAge/Unstable-Dps-TypeAssertion-Xor-65536,6.55380E+04,0%
StructSliceByAge/Stable-TimSort-TypeAssertion-Xor-65536,6.55430E+04,0%
StructSliceByAge/Stable-TimSort-Interface-Xor-65536,7.00000E+00,0%
StructSliceByAge/Stable-TimSort-Slice-Xor-65536,1.10000E+01,0%
StructSliceByAge/Unstable-BuiltinSort-Sort-Xor-65536,1.00000E+00,0%
StructSliceByAge/Unstable-BuiltinSort-Slice-Xor-65536,3.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-Stable-Xor-65536,1.00000E+00,0%
StructSliceByAge/Stable-BuiltinSort-SliceStable-Xor-65536,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-256,2.58000E+02,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-256,2.62000E+02,0%
StructSliceByName/Stable-TimSort-Interface-Random-256,6.00000E+00,0%
StructSliceByName/Stable-TimSort-Slice-Random-256,1.00000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-256,1.00000E+00,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-256,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-256,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-256,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-256,2.58000E+02,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-256,2.62000E+02,0%
StructSliceByName/Stable-TimSort-Interface-Xor-256,6.00000E+00,0%
StructSliceByName/Stable-TimSort-Slice-Xor-256,1.00000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-256,1.00000E+00,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-256,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-256,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-256,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-1024,1.02600E+03,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-1024,1.03100E+03,0%
StructSliceByName/Stable-TimSort-Interface-Random-1024,7.00000E+00,0%
StructSliceByName/Stable-TimSort-Slice-Random-1024,1.10000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-1024,1.00000E+00,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-1024,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-1024,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-1024,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-1024,1.02600E+03,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-1024,1.03100E+03,0%
StructSliceByName/Stable-TimSort-Interface-Xor-1024,7.00000E+00,0%
StructSliceByName/Stable-TimSort-Slice-Xor-1024,1.10000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-1024,1.00000E+00,0%
